"Minutes_Played","Goals","Total_Passes_Completed_Perc","Assists","Tackles_Interceptions","Clearances","Errors","Recoveries","Player_Positions","Age","Value_EUR","Wage_EUR","Height_cm","Nationality","Preferred_Foot","Release_Clause_EUR","Continent","Club_Ranking","League_Ranking","Contract_Years_Remained"
295,0.3,77.1,0,2.73,1.82,0,11.8,2,26,1.5e+07,13000,175,13,0,25100000,2,277,67,4
2699,0.3,79.7,0.2,3.8,0.67,0,7.83,3,23,38500000,65000,180,2,0,76000000,2,1422,5,4
838,0.11,95.5,0.22,4.19,0.22,0.11,9.35,3,27,2.8e+07,81000,180,6,1,53900000,2,12,5,2
1518,0.3,65.9,0.06,1.3,0.77,0,4.56,4,32,4600000,32000,188,5,1,7800000,1,298,3,2
2289,0.35,71.8,0.12,2.8,0.71,0,5.35,3,25,3.8e+07,61000,186,5,1,67500000,1,28,3,1
2289,0.35,71.8,0.12,2.8,0.71,0,5.35,2,22,9e+06,42000,178,5,0,16700000,1,16,3,2
1266,0.14,71.3,0.07,0.5,0.35,0,3.76,4,32,1.4e+07,28000,180,7,0,29400000,1,157,2,1
1266,0.14,71.3,0.07,0.5,0.35,0,3.76,2,26,3700000,9000,174,7,1,6200000,1,277,67,2
1266,0.14,71.3,0.07,0.5,0.35,0,3.76,4,21,1300000,500,175,40,1,3100000,2,1701,67,4
1815,0.05,83.5,0,4.11,4.36,0,7.03,2,24,475000,3000,188,3,0,1000000,1,382,5,2
3111,0.03,60.1,0.09,2.25,0.72,0,7.4,3,27,3200000,19000,175,7,0,7000000,1,282,2,2
180,0,71,0,0,0,0,4.5,1,21,1500000,3000,185,7,1,4200000,1,1220,2,3
769,0,83.2,0,3.18,0.47,0.12,11.1,3,30,2900000,28000,178,16,1,5800000,1,682,1,1
1976,0.32,83.7,0.32,2.59,0.18,0.05,6.91,3,25,5.6e+07,105000,183,16,0,96600000,1,1,4,4
654,0.14,67,0.27,3.29,0.82,0,9.59,3,26,4e+06,22000,177,23,0,7500000,1,88,4,1
1601,0,80,0.17,2.08,1.24,0,8.15,2,25,48500000,140000,181,4,0,93400000,1,24,1,2
1601,0,80,0.17,2.08,1.24,0,8.15,3,20,750000,6000,188,4,1,1800000,1,51,17,4
127,0,86.3,0,1.43,0.71,0,5.71,2,28,3.3e+07,72000,186,5,1,56100000,1,28,3,3
1629,0.22,82.4,0.28,2.15,0.61,0,7.35,3,32,2.4e+07,41000,181,16,1,40800000,1,113,4,2
1835,0.54,73,0.1,0.54,0.69,0,3.14,4,34,44500000,135000,182,13,1,91200000,2,9,2,1
1835,0.54,73,0.1,0.54,0.69,0,3.14,4,23,23500000,23000,185,15,1,54100000,2,226,2,1
1835,0.54,73,0.1,0.54,0.69,0,3.14,2,26,850000,3000,181,6,0,1300000,2,546,67,1
1912,0,80.3,0.05,4.15,2.26,0.05,9.06,2,20,3900000,32000,177,4,0,8200000,1,45,1,3
1912,0,80.3,0.05,4.15,2.26,0.05,9.06,1,29,950000,6000,191,35,1,1200000,5,1810,23,1
1912,0,80.3,0.05,4.15,2.26,0.05,9.06,1,23,475000,2000,185,19,1,926000,1,2401,67,1
870,0,84.5,0,3.4,3.92,0.1,10.3,2,31,2100000,32000,183,5,1,3800000,1,1811,3,4
2725,0.03,78.4,0,5.21,2.64,0.03,14.4,3,26,5e+06,21000,190,7,1,10900000,1,258,2,3
1962,0.09,73.7,0,4.17,2.8,0.05,10.1,3,24,10500000,31000,185,3,1,18600000,1,285,4,4
2805,0.26,77.3,0.1,2.12,0.26,0,6.28,3,26,12500000,55000,172,1,1,24700000,1,179,1,2
1571,0,86.5,0,2,1.14,0,6.46,2,26,2300000,27000,176,5,1,4100000,1,64,3,3
1833,0.15,86.3,0,3.77,1.37,0.05,7.4,4,30,2.5e+07,170000,173,7,1,51300000,1,4,2,3
1833,0.15,86.3,0,3.77,1.37,0.05,7.4,4,20,1200000,3000,190,6,1,2400000,2,68,67,4
717,0.13,78,0,2.38,0.38,0,5.75,4,25,15500000,57000,181,16,0,27500000,1,177,4,4
645,0,73.2,0,0,0,0.14,5,1,23,3100000,7000,183,3,1,7400000,1,206,2,1
911,0,75.1,0,4.55,6.53,0.1,8.51,2,24,4900000,27000,187,2,1,10300000,2,115,1,4
2881,0,75.5,0.06,3.91,2.19,0,5.53,2,21,1.2e+07,21000,178,4,1,26400000,1,682,1,3
103,0,80,0,0.91,0.91,0,6.36,4,18,2200000,5000,176,3,1,5600000,1,2500,5,3
2260,0.04,79.4,0.12,3.55,1.2,0,8.92,2,29,3.7e+07,45000,172,6,0,77700000,2,22,2,3
2260,0.04,79.4,0.12,3.55,1.2,0,8.92,2,24,450000,500,178,40,1,1000000,2,1462,67,1
443,0,88.9,0,4.08,0.61,0,6.73,3,24,8500000,15000,183,14,1,13400000,1,82,20,1
2261,0.04,90.7,0,3.86,2.91,0,9.56,2,25,2.5e+07,54000,187,14,1,44400000,1,21,4,2
1132,0.08,62.6,0.16,4.6,0.79,0,6.11,3,31,6e+06,76000,175,4,1,11400000,1,45,1,3
1716,0.05,80.4,0,4.29,0.63,0,6.39,3,27,1.2e+07,40000,174,33,0,23700000,2,96,1,3
2167,0.17,77.7,0.17,4.61,2.28,0,8.96,2,30,1.5e+07,95000,188,7,0,27800000,1,5,1,2
2167,0.17,77.7,0.17,4.61,2.28,0,8.96,3,18,525000,500,175,13,1,1500000,2,273,67,4
2971,0.3,65.8,0.24,1.27,0.52,0,4.18,4,31,1.5e+07,79000,178,50,1,28500000,3,33,1,2
2971,0.3,65.8,0.24,1.27,0.52,0,4.18,3,21,7500000,650,168,2,1,17300000,2,42,15,4
2663,0,75,0.17,3.75,0.81,0.03,9.59,3,25,23500000,29000,175,13,1,51100000,2,112,2,2
2100,0.3,65.8,0.21,1.5,0.9,0,5.19,3,26,2800000,15000,180,5,0,5300000,1,513,3,1
2994,0.12,78.2,0.06,3.54,1.35,0,10.7,3,27,26500000,66000,184,16,0,47000000,1,177,4,5
1731,0.52,81.9,0,2.14,0.26,0.05,5.31,4,25,4.8e+07,190000,182,7,0,102000000,1,4,2,2
2844,0.03,78.8,0,5.85,1.36,0.03,12.6,3,32,5e+06,16000,186,18,1,9000000,1,259,3,2
1822,0,82.7,0.2,4.65,2.18,0.05,7.87,2,21,8e+06,25000,185,12,0,15200000,1,27,4,4
1822,0,82.7,0.2,4.65,2.18,0.05,7.87,1,20,850000,1000,188,12,1,1400000,1,63,7,2
1211,0,73.4,0,4.52,5.93,0,11,2,27,1900000,10000,188,5,1,3600000,1,259,3,1
2589,0.07,81.4,0.07,4.97,2.26,0.03,9.31,2,20,4900000,14000,173,3,0,10300000,1,1359,5,5
1690,0,83,0,4.31,5.96,0.05,8.4,2,21,2900000,8000,189,16,1,5800000,1,596,4,1
2413,0.52,73.2,0.19,0.9,0.41,0,3.54,4,23,6e+06,15000,188,76,1,13200000,4,539,5,2
382,0,72,0,2.86,0.71,0,6.9,3,26,2700000,33000,184,5,1,4800000,1,64,3,3
3420,0,69.4,0.03,0.03,0,0,5.71,1,30,8e+06,16000,193,12,1,16600000,1,2396,5,3
960,0.37,80.7,0.09,1.12,0.09,0,3.08,4,20,16500000,36000,183,12,1,34700000,1,2285,5,5
235,0.77,80.7,0.38,0.38,1.54,0,4.23,4,30,10500000,120000,177,11,1,21500000,1,6,2,3
1296,0.07,77.4,0,3.4,1.94,0,6.74,2,21,2100000,9000,182,1,1,4200000,1,817,35,4
192,0,51.9,0,2.86,0.48,0,9.52,3,24,6e+06,19000,178,3,1,12500000,1,1639,5,1
660,0.14,81.8,0.14,4.38,1.51,0,11.5,3,29,850000,500,176,55,0,1800000,2,2297,64,5
1542,0,59.7,0,0,0.06,0,4.74,1,27,1400000,7000,191,3,1,2900000,1,2194,5,1
3073,0.09,84.1,0,5.01,1.23,0.03,8.8,3,24,1.6e+07,1000,182,76,1,34800000,4,43,24,3
3073,0.09,84.1,0,5.01,1.23,0.03,8.8,3,23,8e+06,23000,178,3,1,16600000,1,379,5,3
3073,0.09,84.1,0,5.01,1.23,0.03,8.8,3,21,6500000,14000,169,60,1,11100000,4,32,16,4
3073,0.09,84.1,0,5.01,1.23,0.03,8.8,2,23,3900000,9000,191,76,1,6600000,4,82,20,3
3073,0.09,84.1,0,5.01,1.23,0.03,8.8,3,18,3e+05,1000,185,21,0,788000,4,121,5,3
227,0.4,69.1,0,3.2,0,0,7.2,4,18,2800000,5000,182,5,0,6500000,1,79,3,4
2335,0,86.7,0,5.52,0.93,0.04,10,3,21,31500000,44000,174,3,1,66200000,1,1422,5,2
3377,0.11,70.6,0.08,4.8,2.53,0,7.6,2,23,2e+07,50000,179,4,1,39500000,1,73,1,4
2054,0,81.9,0,5.96,2.68,0,11.3,3,24,1700000,8000,185,16,1,3200000,1,596,4,2
2054,0,81.9,0,5.96,2.68,0,11.3,1,20,750000,500,186,43,1,1400000,1,811,37,2
930,0.1,70.1,0.1,5.44,0.87,0,7.48,3,25,3800000,20000,184,3,1,7900000,1,132,5,2
1766,0.46,65.7,0.05,1.58,0.82,0,5.82,2,24,7e+06,25000,179,57,0,13800000,4,159,1,5
918,0,77.7,0,3.73,0.39,0,8.33,3,21,7e+06,35000,181,3,0,13000000,1,1,4,3
1063,0.51,71.7,0.34,2.88,0.68,0,4.75,3,22,35500000,48000,183,2,1,79900000,2,9,2,5
1063,0.51,71.7,0.34,2.88,0.68,0,4.75,2,21,3100000,8000,183,2,1,5900000,2,174,67,3
832,0.11,69.4,0.11,4.35,1.96,0,10.3,2,34,2400000,28000,180,13,1,4100000,2,298,3,1
1310,0.21,74.9,0.27,2.05,0.27,0.07,6.71,4,29,7500000,36000,183,81,1,12800000,1,70,4,3
1658,0.11,79.2,0.16,4.08,1.03,0,10.1,3,25,2.3e+07,56000,178,16,1,40800000,1,21,4,2
578,0,75.7,0,5,1.09,0,8.28,3,20,2.3e+07,16000,180,11,1,43700000,1,170,3,3
1507,0.12,80.3,0.06,2.99,1.14,0,5.63,2,31,1e+07,77000,182,5,1,17000000,1,2247,3,3
1168,0.08,81.3,0.15,3.54,2.92,0,8.08,2,28,7e+06,58000,182,5,1,11600000,1,16,3,1
2207,0.86,69.5,0.16,1.02,1.02,0,3.71,3,33,1.1e+07,21000,185,1,0,17100000,1,1304,25,0
2207,0.86,69.5,0.16,1.02,1.02,0,3.71,4,24,20500000,57000,183,3,1,40500000,1,1422,5,2
2207,0.86,69.5,0.16,1.02,1.02,0,3.71,4,24,975000,1000,184,3,1,1900000,1,1495,33,1
1851,0.58,75.1,0.1,0.92,0.15,0,4.47,4,27,6.3e+07,220000,176,12,1,133900000,1,6,2,2
1744,0.46,60.5,0.05,1.03,0.82,0,3.25,4,30,4100000,17000,182,5,1,7400000,1,259,3,3
2760,0.42,74.6,0.39,1.3,0.1,0,5.73,4,21,52500000,52000,170,3,0,99800000,1,27,4,4
2760,0.42,74.6,0.39,1.3,0.1,0,5.73,3,24,3500000,6000,197,3,1,8100000,1,442,6,1
1948,0,77.4,0.05,4.72,4.91,0,9.72,2,24,4400000,20000,189,3,1,10100000,1,67,2,2
109,0,86.4,0,5.83,1.67,0,7.5,2,23,875000,3000,184,21,1,1800000,4,863,67,1
109,0,86.4,0,5.83,1.67,0,7.5,2,20,1100000,1000,183,3,0,2600000,1,984,33,1
694,0,76.6,0.26,4.03,0.91,0.13,4.94,2,28,2100000,21000,194,12,0,3600000,1,198,3,2
3420,0,63.4,0,0,0.03,0.05,5.18,1,34,950000,16000,191,6,1,2000000,2,62,2,3
457,0,74.5,0,4.31,0.59,0,10.6,3,23,6500000,37000,177,60,1,13700000,4,115,1,2
875,0.21,81.8,0.41,3.61,1.55,0,7.42,2,29,12500000,77000,182,47,1,23800000,1,23,1,3
1440,0,64.4,0,0,0,0,3.44,1,32,7e+05,7000,188,3,1,1400000,1,382,5,2
755,0,72.2,0.12,3.57,3.81,0.12,7.02,2,19,3100000,9000,188,16,0,7200000,1,285,4,4
2340,0,63.3,0,0,0,0,4.08,1,32,1.3e+07,40000,190,38,1,24700000,1,96,1,4
2194,0.04,75.8,0.08,3.44,1.48,0.04,11.2,3,24,9e+06,22000,181,16,1,18000000,1,281,4,5
806,0,93.5,0.22,3.89,1.33,0,10.4,3,28,9500000,68000,181,46,1,18100000,4,13,1,1
2042,0.18,70.6,0.09,2.86,1.06,0,7.36,3,26,6e+06,46000,178,43,1,11400000,1,115,1,2
270,0,59.7,0,0,0,0,4.67,1,33,750000,13000,198,16,1,1400000,1,152,4,2
1857,0,86,0,3.79,3.88,0.05,7.14,2,19,1100000,2000,193,3,0,2900000,1,188,5,1
587,0.31,69,0.15,4,0.77,0,7.54,3,25,3100000,12000,183,30,0,5800000,4,259,3,5
2880,0,68.3,0,0,0,0,5.28,1,28,4800000,20000,195,12,1,9000000,1,281,4,1
209,0,58.5,0.43,2.61,0,0,4.78,4,22,2700000,17000,182,56,1,5900000,1,142,1,2
695,0,70.3,0,6.36,1.43,0,15.3,3,20,3900000,7000,178,11,1,5700000,1,365,23,2
1169,0,75.6,0,3.92,4.23,0,9.92,2,25,15500000,29000,192,16,1,29100000,1,74,4,1
720,0,62.4,0,0,0,0.13,4.63,1,25,350000,3000,187,16,1,656000,1,596,4,1
537,0,88,0,3.17,2.33,0,9,2,21,2800000,9000,185,5,1,6500000,1,11,3,3
1140,0.47,66.2,0.16,1.18,0.79,0,4.57,4,29,5500000,21000,181,5,0,9400000,1,170,3,5
1077,0,76.1,0.08,2.42,0.17,0,9.75,2,22,1800000,3000,175,6,1,3000000,2,273,67,1
1077,0,76.1,0.08,2.42,0.17,0,9.75,3,29,575000,3000,174,6,0,978000,2,1794,9,1
1077,0,76.1,0.08,2.42,0.17,0,9.75,3,21,725000,500,174,13,1,1700000,2,1078,67,1
1077,0,76.1,0.08,2.42,0.17,0,9.75,3,21,6e+05,2000,155,9,1,1100000,3,1545,9,4
623,0,81,0,3.04,2.17,0,6.67,2,30,1.5e+07,34000,180,7,1,31500000,1,18,2,2
2355,0.04,84.2,0,3.47,3.85,0.04,9.24,2,27,42500000,45000,191,16,1,75400000,1,113,4,1
1460,0,84,0.12,4.88,2.16,0,11,3,32,5e+06,21000,187,3,1,10500000,1,226,2,2
1271,0.35,78.8,0.07,1.42,0.35,0,5.74,3,19,30500000,56000,181,4,0,62500000,1,24,1,4
1392,0.58,60.9,0,1.74,1.61,0,6.19,4,27,2500000,19000,193,23,0,4500000,1,141,4,1
1225,0,83.3,0,3.6,2.94,0.07,8.46,2,30,2500000,20000,184,16,1,4500000,1,281,4,1
1884,0,87,0.19,5.31,1.53,0.1,8.71,2,18,1900000,4000,179,3,1,4800000,1,1422,5,3
3222,0.06,87.5,0.03,2.54,3.99,0,9.5,2,20,6e+06,26000,185,4,1,12600000,1,72,1,5
1956,0.23,63.6,0.05,0.65,0.78,0,3.36,4,24,3.2e+07,40000,186,13,1,69600000,2,67,2,3
1956,0.23,63.6,0.05,0.65,0.78,0,3.36,3,27,1.5e+07,33000,176,7,1,31500000,1,18,2,4
1956,0.23,63.6,0.05,0.65,0.78,0,3.36,3,33,350000,500,178,6,1,753000,2,1078,67,0
1956,0.23,63.6,0.05,0.65,0.78,0,3.36,3,19,3e+05,500,174,33,1,848000,2,202,67,1
507,0.18,87.9,0,3.39,1.96,0,10.7,2,29,1.2e+07,64000,188,16,0,20400000,1,15,4,1
1187,0,86.8,0,5.23,3.03,0,14.3,3,37,2100000,19000,180,24,1,3600000,5,49,4,1
1076,0.08,84.1,0.08,4.92,1.83,0.08,7.08,2,28,2800000,22000,179,60,0,5600000,4,121,5,1
1078,0,90.7,0.08,2.25,1,0,6.92,3,23,12500000,25000,175,2,1,23800000,2,54,3,1
1078,0,90.7,0.08,2.25,1,0,6.92,3,26,1500000,3000,177,2,1,1900000,2,848,29,1
1865,0.1,85.9,0.05,3.09,2.56,0.05,9.95,2,26,35500000,62000,185,7,0,75400000,1,9,2,3
395,0.23,68.4,0,3.41,0.91,0,10.9,2,22,1500000,4000,178,7,1,3600000,1,206,2,2
2222,0.04,80.1,0,5.1,5.67,0.04,14.7,2,28,1.8e+07,34000,184,23,0,30600000,1,49,4,3
405,0,87.6,0,0,0,0,6.67,1,33,4600000,39000,194,14,1,7800000,1,21,4,2
2134,0.08,70.2,0.04,3.63,5.36,0,9.87,2,24,13500000,56000,184,4,1,26700000,1,695,1,4
1765,0.05,87.9,0.1,4.9,4.18,0.05,13.5,2,32,4.4e+07,95000,191,16,1,74800000,1,21,4,1
1027,0.35,79.5,0,1.05,1.14,0,2.46,4,28,3.7e+07,120000,181,6,1,68500000,2,12,5,3
629,0,78.7,0.14,4.43,1.14,0,12.7,3,33,1500000,13000,182,58,1,2700000,1,110,3,1
1601,0,72.4,0.06,3.76,0.79,0.06,8.26,3,25,5500000,37000,180,11,1,11400000,1,142,1,2
1381,0.07,85.7,0,4.31,3.92,0,6.8,2,22,1800000,5000,190,16,1,4000000,1,382,5,5
518,0.17,74.4,0,3.62,2.41,0,11.4,4,20,550000,1000,185,11,1,1100000,1,592,12,0
2792,0.1,77.6,0.06,3.58,4.81,0.06,10.4,2,28,2e+07,84000,191,4,1,39500000,1,695,1,4
1051,0,72.5,0.09,4.7,4.1,0.09,9.66,2,26,8e+06,25000,186,16,0,15000000,1,175,4,1
2687,0.03,86.7,0,3.91,3.95,0.03,7.96,2,24,3300000,29000,195,4,0,6900000,1,58,1,4
2073,0.04,78.3,0.09,3.48,1.04,0,9.83,3,31,4600000,63000,183,27,1,8700000,1,162,1,3
603,0,74.5,0.15,2.24,0.3,0,4.93,4,20,3100000,10000,179,16,1,6200000,1,175,4,3
1270,0.35,72.8,0.28,1.06,0.35,0,4.89,4,33,16500000,45000,180,16,0,29700000,1,74,4,1
2491,0,82.1,0,6.35,5.13,0.07,10.4,2,21,3.3e+07,42000,190,3,1,62700000,1,177,4,3
1786,0.25,90.6,0.15,2.68,0.35,0,9.44,3,28,10500000,64000,167,6,1,20000000,2,33,1,2
1665,0.16,85.6,0.16,3.14,1.35,0,6.81,2,27,2.5e+07,64000,174,5,1,42500000,1,36,3,3
860,0.1,87.8,0.1,3.65,2.5,0,8.23,2,31,1600000,15000,185,3,0,3200000,1,86,5,2
1538,0.06,84.5,0,4.39,4.97,0.06,10.7,2,23,3400000,14000,188,16,0,6800000,1,152,4,2
1967,0.09,88.3,0,5.48,1.92,0,8.9,3,27,6e+06,29000,184,85,1,11400000,4,1359,5,3
2447,0,80.2,0.07,3.46,1.73,0,7.94,3,26,8.8e+07,95000,184,7,1,187000000,1,9,2,6
2160,0.13,85.9,0.13,3.5,1.75,0,9.21,3,23,4.2e+07,74000,185,5,1,72500000,1,16,3,2
2938,0.06,91.7,0.03,3.87,1.35,0.09,9.17,3,23,8e+06,25000,167,3,1,14200000,1,54,3,4
1238,0,83.5,0,5.43,3.41,0,13.3,2,21,4900000,20000,188,5,1,9300000,1,25,3,4
1772,0.05,68.7,0.1,4.01,3.45,0,9.24,2,32,5e+06,31000,181,4,1,9500000,1,159,1,2
2880,0,79.1,0.03,0,0,0.03,4.69,1,25,49500000,45000,191,3,1,87900000,1,11,3,5
1143,0.08,80.5,0.16,4.88,0.94,0,10.4,3,25,1.1e+07,25000,178,3,1,23900000,1,233,2,3
776,0.12,70.7,0.12,0.93,0.7,0,6.74,3,22,2900000,22000,182,3,1,5100000,1,285,4,4
90,0,81.5,0,7,7,0,4,2,21,525000,3000,192,21,1,1400000,4,1639,5,2
2280,0.04,74.6,0,4.7,3.12,0.04,9.49,2,25,2900000,15000,179,16,1,5400000,1,596,4,1
1493,0,68.6,0.3,7.05,1.69,0,8.19,2,24,6e+06,28000,180,16,0,10700000,1,285,4,2
392,0,81.7,0,2.05,5.45,0,6.59,2,32,775000,8000,186,5,1,1400000,1,513,3,2
2363,0.42,77.9,0.38,2.4,0.42,0,5.51,3,22,58500000,120000,178,4,1,119900000,1,5,1,3
1885,0.24,81.3,0.05,4.69,4.07,0.05,7.94,3,25,3300000,16000,188,108,1,7300000,4,1639,5,3
2046,0,80.9,0,3.66,2.25,0.04,6.26,2,22,4e+06,15000,188,39,1,7600000,1,54,3,3
904,0,85.3,0,5.4,1.6,0,10.7,3,27,6e+06,49000,178,108,0,11900000,4,73,1,3
2510,0,87.7,0,0.04,0,0.07,5.91,1,35,13500000,86000,193,16,1,22300000,1,1,4,2
777,0.35,65.3,0.12,1.16,0.35,0,3.26,4,26,1e+07,44000,188,21,1,19800000,4,2500,5,2
777,0.35,65.3,0.12,1.16,0.35,0,3.26,4,19,575000,3000,190,7,0,1600000,1,112,2,2
332,0.27,90.2,0,4.32,0.81,0,8.38,3,34,2600000,55000,177,4,1,4900000,1,33,1,1
1645,0.05,69,0.11,3.44,2.35,0,10.3,3,25,10500000,30000,179,43,1,23100000,1,682,1,3
1068,0.17,80.1,0.08,0.76,1.18,0,3.45,4,24,4400000,14000,185,3,0,8300000,1,22,3,3
2531,0.28,64.9,0.04,3.35,0.53,0,5.59,3,25,4e+06,19000,177,24,0,7500000,5,195,4,3
1141,0.16,72.5,0.39,2.76,0.71,0,7.95,3,19,7e+06,22000,184,3,0,14700000,1,72,1,5
2803,0.03,72.6,0.1,4.89,2.44,0,8.55,2,23,1.6e+07,21000,184,13,0,36800000,2,112,2,4
2803,0.03,72.6,0.1,4.89,2.44,0,8.55,2,29,1600000,8000,181,13,0,2700000,2,1794,9,3
1391,0.13,65.6,0.06,4.06,1.29,0,8.06,2,24,1700000,8000,174,11,0,3200000,1,141,4,3
1391,0.13,65.6,0.06,4.06,1.29,0,8.06,2,21,2400000,2000,183,43,1,5100000,1,56,7,5
1040,0.34,72.5,0.17,4.48,2.41,0,7.93,3,24,6e+06,18000,180,8,1,12500000,1,475,5,1
405,0,79.6,0,0,0,0,4.67,1,28,1.8e+07,64000,188,5,1,31100000,1,16,3,1
1438,0.06,82.4,0.06,3.06,0.5,0,10.3,3,24,2.8e+07,42000,183,5,0,53200000,1,25,3,4
963,0.09,74.7,0.37,2.34,0.56,0,5.61,4,27,12500000,59000,183,16,1,22200000,1,177,4,4
1637,0,70.2,0.16,2.97,2.2,0,7.75,2,29,3700000,34000,181,16,0,6300000,1,285,4,2
1650,0.16,71.2,0.22,2.24,0.38,0,4.64,3,27,27500000,74000,171,5,0,46800000,1,10,3,3
1322,0.07,56.9,0,5.17,1.16,0,7.01,3,21,2100000,4000,183,5,1,5100000,1,259,3,4
2123,0,78.9,0.04,4.96,1.69,0,8.69,3,29,3600000,21000,187,23,1,6500000,1,195,4,3
1235,0.29,70.4,0.15,1.46,0.44,0.07,4.89,3,23,77500000,150000,186,4,1,149200000,1,24,1,2
2229,0.04,63,0.08,2.78,0.81,0,5.6,4,25,15500000,38000,177,115,1,32200000,1,682,1,4
1890,0,62.5,0,0,0,0,4.48,1,36,350000,10000,186,7,1,770000,1,1220,2,1
2503,0.32,80.9,0.47,2.19,1.15,0,6.15,3,32,4.3e+07,95000,180,16,1,73100000,1,21,4,2
1704,0.26,66.4,0.05,3.33,0.85,0,7.57,3,23,6e+06,31000,176,16,1,10700000,1,285,4,4
1704,0.26,66.4,0.05,3.33,0.85,0,7.57,1,21,210000,650,198,16,1,347000,1,1927,67,3
2790,0,62.3,0.03,0.03,0,0.06,6.19,1,32,2100000,16000,186,16,1,3800000,1,152,4,2
1337,0,72.7,0.13,3.49,1.74,0,7.92,2,31,3100000,30000,172,49,0,5900000,1,96,1,2
379,0,86.5,0,4.29,0.48,0,13.8,3,24,14500000,49000,184,7,0,25000000,1,1,4,4
1240,0.07,66.9,0.07,3.41,2.17,0,5.94,2,22,2200000,12000,184,11,1,4800000,1,142,1,3
311,0,83,0.29,2,1.14,0,10.6,3,25,5500000,26000,180,18,1,9800000,1,298,3,3
2992,0,84.4,0.15,3.83,1.36,0,7.17,2,30,1.2e+07,54000,170,8,0,20400000,1,10,3,4
270,0,63.6,0,0,0,0,5.33,1,29,8500000,25000,184,35,1,18500000,5,40,2,2
905,0.1,81.3,0.1,3.47,0.99,0,11.1,3,27,4.8e+07,110000,178,23,1,82800000,1,1,4,4
2575,0,89.6,0,3.74,4.72,0,9.34,2,31,3800000,22000,187,3,0,7600000,1,188,5,3
2762,0.75,77.7,0.42,1.04,0.13,0,5.73,4,29,1.01e+08,270000,175,46,0,186900000,4,431,1,2
2972,0,77.2,0,5.58,5.94,0.15,12,2,22,15500000,38000,191,52,0,32600000,4,115,1,3
356,0,77.1,0,5.75,0.5,0,8.5,3,26,9e+06,56000,180,3,1,17800000,1,73,1,4
186,0,78,0.48,4.76,2.86,0,8.1,2,23,6e+06,40000,172,13,0,10700000,2,15,4,2
546,0,89.6,0,4.1,4.26,0,8.36,2,22,5500000,56000,182,3,0,10600000,1,5,1,4
546,0,89.6,0,4.1,4.26,0,8.36,2,27,1300000,4000,196,21,0,2500000,4,901,18,1
932,0.38,74.4,0,1.06,0.1,0,4.23,4,20,2300000,21000,187,13,1,4400000,2,2247,3,3
649,0,84.7,0.14,5.56,1.53,0,11.4,3,31,3900000,26000,186,3,1,7400000,1,1359,5,2
1890,0,82.6,0,0,0.05,0.05,4.43,1,26,2e+06,13000,188,16,1,3800000,1,88,4,3
3330,0,72.5,0,0,0.03,0,3.84,1,29,8500000,20000,190,1,1,17600000,1,86,5,3
3150,0,67.4,0,0,0.03,0.03,4.11,1,30,11500000,16000,191,5,1,20700000,1,110,3,3
2009,0.04,88,0,4.35,3.18,0.04,11.2,2,21,1.2e+07,36000,187,3,1,22800000,1,15,4,5
2332,0.23,64.8,0.31,1.66,0.27,0,5.37,3,25,6500000,23000,168,34,1,13500000,4,132,5,3
2332,0.23,64.8,0.31,1.66,0.27,0,5.37,4,35,170000,550,188,35,1,213000,5,2408,67,1
3220,0.06,79.7,0.03,2.88,2.01,0,10.8,3,31,1e+07,51000,187,3,1,19000000,1,319,1,2
450,0,76.5,0,0,0,0,5.6,1,29,5e+06,33000,192,5,1,8500000,1,25,3,1
712,0,80.8,0,3.29,6.96,0,9.75,4,33,1.1e+07,24000,183,6,1,15400000,2,31,67,2
712,0,80.8,0,3.29,6.96,0,9.75,3,34,8e+05,13000,188,7,1,1800000,1,206,2,1
712,0,80.8,0,3.29,6.96,0,9.75,2,25,1800000,10000,182,13,1,3700000,2,188,5,2
2564,0.11,74,0.11,2.7,0.98,0.07,7.19,3,22,6e+06,22000,185,17,1,11400000,1,198,3,2
1236,0,84.2,0,4.16,4.74,0.15,9.2,3,22,1800000,5000,195,23,1,3600000,1,513,3,3
394,0,56.5,0,1.14,0.91,0,2.73,4,27,2700000,18000,184,21,1,6100000,4,282,2,3
394,0,56.5,0,1.14,0.91,0,2.73,4,21,1900000,4000,181,3,1,3200000,1,229,7,2
2257,0.04,75.1,0.12,4.14,1.63,0,7.29,4,19,525000,550,180,20,1,1000000,2,612,53,1
1440,0,73.1,0,4.69,2.69,0.06,8.5,2,25,14500000,52000,183,4,0,28600000,1,73,1,4
2779,0.68,80.1,0.1,2.39,0.61,0,4.72,4,24,15500000,42000,184,3,1,30600000,1,2500,5,4
2943,0.09,73.5,0.03,2.54,1.71,0,7.95,3,25,4400000,15000,189,43,1,7800000,1,170,3,2
979,0.28,73.5,0,2.29,0.55,0,3.39,3,23,27500000,29000,192,3,1,52300000,1,113,4,2
104,0,77.5,0,5,0,0,9.17,4,19,925000,7000,186,16,1,2500000,1,1,4,2
1112,0.08,73.6,0,4.52,1.69,0,7.1,2,28,3800000,26000,175,22,0,7600000,2,379,5,1
2178,0.25,80.3,0.17,2.27,0.62,0,6.69,3,29,1.7e+07,39000,178,7,1,35700000,1,18,2,1
1007,0.09,77.2,0,6.43,2.86,0,6.43,2,25,2100000,9000,178,3,0,4400000,1,2194,5,3
